Nome_Grande_Regiao,Nome_da_UF,Nome_da_meso,Nome_da_micro,Nome_da_RM,Nome_do_municipio,ipc,compDomicilios,compEntorno,compPessoas,D1BAN,D2AGU,D3M5,D4REN,E1LOG,E2ILU,E3PAV,E4MEI,E5BOC,E6ESG,E7LIX,H1NB,H2MR,H3RA,n
Região Centro-Oeste,Goiás,Centro Goiano,Anápolis,Municípios não pertencentes a estrutura de RM,JARAGUÁ,0.5794704494141347,0.6577051184355328,0.6879622689297095,0.3927439608771621,0.9918318605206592,0.8221399570097923,0.8745537746472124,0.3,0.7420877356908407,0.8214859004767723,0.7751263806032728,0.7728263734157502,0.036800115000359374,0.840556793406646,0.8268525839143247,0.38079770718891803,0.6710989721842882,0.12633520325828018,67
Região Centro-Oeste,Goiás,Centro Goiano,Anápolis,Municípios não pertencentes a estrutura de RM,JESÚPOLIS,0.5645911343340122,0.6412697019773207,0.6380203457529801,0.4144833552717361,0.9934782608695653,0.74,0.872870249017038,0.3,0.7667103538663171,0.7854958497160333,0.6474442988204456,0.6491917868064657,0.024464831804281346,0.7964176496286588,0.7964176496286588,0.2843478260869565,0.7505460899956313,0.20855614973262027,6
Região Centro-Oeste,Goiás,Centro Goiano,Anápolis,Municípios não pertencentes a estrutura de RM,OURO VERDE DE GOIÁS,0.5385458730841864,0.6318988596926128,0.535519512713365,0.44821924684658165,0.9987605354486861,0.6569162121963312,0.9038175508180466,0.3,0.6098165592464055,0.6531978185423897,0.5741199801685671,0.5736241943480417,0.011650966782350025,0.6631135349529004,0.6631135349529004,0.4608329201784829,0.7166584035696579,0.16716641679160416,9
Região Centro-Oeste,Goiás,Centro Goiano,Anápolis,Municípios não pertencentes a estrutura de RM,PETROLINA DE GOIÁS,0.5431868335591556,0.7016801941850968,0.4698534474279532,0.45802685906441715,0.986482544004668,0.6177185646212194,0.9041998622995967,0.5,0.03924461493065801,0.6476836825022131,0.6267335497196813,0.6212255335890626,0.06619455099832793,0.6439461001278647,0.6439461001278647,0.4553145969075173,0.7771220615717518,0.1416439187139824,20
Região Centro-Oeste,Goiás,Centro Goiano,Anápolis,Municípios não pertencentes a estrutura de RM,SANTA ROSA DE GOIÁS,0.594818600604656,0.6420266270203073,0.5934027949237075,0.5490263798699531,0.9927810244070128,0.6875214850464078,0.9298306256481161,0.3,0.46733494642239887,0.7290010369858279,0.7348772900103698,0.7328033183546492,6.91323885240235e-4,0.7445558244037331,0.7445558244037331,0.669645926435201,0.7566539923954373,0.22077922077922074,8
Região Centro-Oeste,Goiás,Centro Goiano,Anápolis,Municípios não pertencentes a estrutura de RM,SÃO FRANCISCO DE GOIÁS,0.5423191911095938,0.6360528718004893,0.5344115299751185,0.4564931715531736,0.9910130718954249,0.7004901960784313,0.8887610910285902,0.3,0.543871179756819,0.433946763062767,0.6965165954650017,0.599408478475189,0.025961222477817944,0.7127834373973053,0.72839303319093,0.369281045751634,0.8021689122576405,0.19802955665024635,12
Região Centro-Oeste,Goiás,Centro Goiano,Anápolis,Municípios não pertencentes a estrutura de RM,TAQUARAL DE GOIÁS,0.586383376282156,0.6636532101298225,0.6388132493395652,0.45668366937708044,0.9889861621011014,0.7915842982208415,0.9376955903271693,0.3,0.4460881934566145,0.7871977240398293,0.8039829302987198,0.7965860597439545,0.012233285917496443,0.8059743954480797,0.8196301564722618,0.49392826885060714,0.7209103840682788,0.1552123552123552,8
Região Centro-Oeste,Goiás,Centro Goiano,Anápolis,RM Goiânia,BRAZABRANTES,0.5314492230742203,0.6567538128036406,0.47817213842058565,0.45942171799843484,0.9962871287128713,0.775680693069307,0.9118012422360249,0.3,0.306832298136646,0.6024844720496895,0.6071428571428571,0.5857142857142857,0.020496894409937887,0.6242236024844721,0.6003105590062112,0.47648514851485146,0.7593167701863354,0.14246323529411764,8
Região Centro-Oeste,Goiás,Centro Goiano,Anápolis,RM Goiânia,CATURAÍ,0.5733189237168227,0.6430628604572267,0.633913308913309,0.4429806017799324,0.9980793854033291,0.7234314980793854,0.8938034188034188,0.3,0.7235042735042735,0.7683760683760684,0.6666666666666666,0.6636752136752136,0.06901709401709402,0.7730769230769231,0.7730769230769231,0.390738369611609,0.7619658119658119,0.17623762376237628,8
Região Centro-Oeste,Goiás,Centro Goiano,Anápolis,RM Goiânia,INHUMAS,0.6111694588535911,0.7467437488673103,0.680191965508832,0.40657266218463095,0.9897042853562776,0.8419722663102498,0.9020421926700246,0.5,0.011570317604164472,0.9266370208012814,0.8958460663027672,0.8904929503256127,0.17422917237454952,0.9323694914539822,0.9301987396994668,0.48143429955726336,0.6136694134755211,0.12461427352110832,61
Região Centro-Oeste,Goiás,Centro Goiano,Anápolis,RM Goiânia,NOVA VENEZA,0.6140879779098363,0.6563364791109793,0.7246133881258787,0.4613140664926507,0.993230537796164,0.8300112824370064,0.8584405753217259,0.3,0.8419126924047439,0.8593237446379006,0.8203381276810497,0.8214736310875599,0.009967196568256372,0.8570527378248801,0.8622255866767601,0.5278926914880281,0.7366893767347968,0.11936013125512712,9
Região Centro-Oeste,Goiás,Centro Goiano,Anicuns,Municípios não pertencentes a estrutura de RM,ADELÂNDIA,0.5928808832385422,0.6773737572660345,0.7056329849012776,0.3956359075483143,0.9911182882519176,0.8502220427937021,0.9455284552845529,0.3,0.6048780487804878,0.858130081300813,0.8703252032520326,0.8703252032520326,0,0.8654471544715447,0.8703252032520326,0.39765845781186915,0.6296747967479674,0.15957446808510634,5
Região Centro-Oeste,Goiás,Centro Goiano,Anicuns,Municípios não pertencentes a estrutura de RM,AMERICANO DO BRASIL,0.5801264651412088,0.6636684847998716,0.6220826792255363,0.4546282313982188,0.993065693430657,0.7994525547445256,0.9258241758241759,0.3,0.05805860805860806,0.8946886446886447,0.7655677655677655,0.7509157509157509,0.06098901098901099,0.9117216117216117,0.9126373626373626,0.42974452554744524,0.7327838827838828,0.2013562858633281,10
Região Centro-Oeste,Goiás,Centro Goiano,Anicuns,Municípios não pertencentes a estrutura de RM,ANICUNS,0.6305436401592834,0.7469542329009293,0.7143922181198523,0.4302844694570686,0.9923415188497455,0.817777558179752,0.9246520874751492,0.5,0.7840457256461233,0.8187375745526839,0.7606361829025845,0.7577534791252485,0.21461232604373756,0.8308648111332008,0.8340954274353877,0.4333218044369781,0.7184393638170974,0.13909224011713028,34
Região Centro-Oeste,Goiás,Centro Goiano,Anicuns,Municípios não pertencentes a estrutura de RM,AURILÂNDIA,0.569135473068693,0.6735683550672825,0.5861443168816823,0.4476937472571144,0.9895890410958904,0.8257534246575342,0.9524993095829881,0.3,0.528030930682132,0.7473073736536868,0.6583816625241646,0.6749516708091687,0.010218171775752554,0.7221761944214306,0.7619442143054405,0.41260273972602735,0.7301850317591825,0.20029347028613353,11
Região Centro-Oeste,Goiás,Centro Goiano,Anicuns,Municípios não pertencentes a estrutura de RM,AVELINÓPOLIS,0.585887536597408,0.653294608864456,0.6568265682656825,0.4475414326620855,0.9955102040816326,0.7746938775510204,0.8962689626896269,0.3,0.7478474784747847,0.7642476424764247,0.7384173841738417,0.7380073800738007,0.07995079950799508,0.7646576465764657,0.7646576465764657,0.4440816326530612,0.7244772447724477,0.1740654205607477,5
Região Centro-Oeste,Goiás,Centro Goiano,Anicuns,Municípios não pertencentes a estrutura de RM,BURITI DE GOIÁS,0.587285049441646,0.7585825019561816,0.5573999552872793,0.44587269108147704,0.99609375,0.8328125,0.9640062597809077,0.5,0.6666666666666666,0.67018779342723,0.6005477308294209,0.6028951486697965,0.009780907668231613,0.672926447574335,0.6787949921752738,0.39609375,0.761737089201878,0.17978723404255315,5
Região Centro-Oeste,Goiás,Centro Goiano,Anicuns,Municípios não pertencentes a estrutura de RM,FIRMINÓPOLIS,0.5663600533532489,0.6629398270265129,0.5857887551197716,0.45035157791346214,0.994024939383443,0.7905264980949082,0.9301476976542137,0.3,0.6839270199826238,0.7287576020851434,0.6688966116420504,0.5756733275412684,0.024587315377932233,0.6870547350130322,0.731624674196351,0.5164530654658815,0.6848827106863598,0.14971895758814513,22
Região Centro-Oeste,Goiás,Centro Goiano,Anicuns,Municípios não pertencentes a estrutura de RM,MOSSÂMEDES,0.5755576479318328,0.7287368838240924,0.5128988071457108,0.4850372528256955,0.9994008388256441,0.7163970441382065,0.9278865361566121,0.5,0.5902916500199761,0.6352377147423093,0.5567319216939672,0.45065920894926087,0.08250099880143827,0.6352377147423093,0.6396324410707152,0.5084881166367086,0.7383140231721934,0.20830961866818443,14
Região Centro-Oeste,Goiás,Centro Goiano,Anicuns,Municípios não pertencentes a estrutura de RM,"NAZÁRIO",0.5721968292534931,0.6873311479786225,0.6095116618075802,0.41974767797427653,0.9940309880619761,0.9065278130556261,0.9360969387755103,0.3,0.5167091836734694,0.7473214285714286,0.7298469387755102,0.7313775510204081,0,0.7711734693877551,0.7701530612244898,0.46266192532385064,0.6344387755102041,0.1621423330887748,15
Região Centro-Oeste,Goiás,Centro Goiano,Anicuns,Municípios não pertencentes a estrutura de RM,SANCLERLÂNDIA,0.6297258562053765,0.7589861073613515,0.6643066499181607,0.46588481133661735,0.9913907284768212,0.8552317880794702,0.9483080202504663,0.5,0.7581934452438049,0.7937649880095923,0.739275246469491,0.7403410604849454,0.060751398880895285,0.7591260325073275,0.7986943778310684,0.49986754966887414,0.7335464961364242,0.1642403882045539,17
Região Centro-Oeste,Goiás,Centro Goiano,Anicuns,Municípios não pertencentes a estrutura de RM,SANTA BÁRBARA DE GOIÁS,0.5892097677665288,0.6779065648155788,0.6831638867483656,0.40655885173564205,0.9970439923491566,0.8916710137367414,0.9008178179919958,0.3,0.7476944492778841,0.8748912476074474,0.7910214024708544,0.7219418827214199,0.009570210544631983,0.8515747346441622,0.7854532799721594,0.36358894105372974,0.6857490864799025,0.17033852767329394,9
Região Centro-Oeste,Goiás,Centro Goiano,Anicuns,Municípios não pertencentes a estrutura de RM,SÃO LUÍS DE MONTES BELOS,0.6345498766681448,0.7544277054655975,0.72717977274582,0.42204215179301685,0.9917920656634747,0.8427813553101331,0.9375651063543802,0.5,0.8581941597499916,0.8688800026882624,0.7646762324002823,0.7513357303672838,0.10474142276286165,0.8769447898114856,0.8654860714405725,0.47392479396750187,0.6642024261567929,0.12799923525475576,61
Região Centro-Oeste,Goiás,Centro Goiano,Anicuns,Municípios não pertencentes a estrutura de RM,TURVÂNIA,0.5853092743528848,0.6630832395743224,0.6803753303441519,0.4124692531401803,0.9913205207687539,0.7991320520768754,0.9249636250259822,0.3,0.7915194346289752,0.7900644356682602,0.7863230097692787,0.7836208688422366,0.017252130534192476,0.7969237164830597,0.7969237164830597,0.4482331060136392,0.6360424028268552,0.15313225058004643,14
Região Centro-Oeste,Goiás,Centro Goiano,Ceres,Municípios não pertencentes a estrutura de RM,BARRO ALTO,0.5461609217391885,0.7217629288406904,0.512343838022335,0.40437599835454013,0.9835933914639743,0.8015144561725562,0.8237067965669218,0.5,0.4526791927627001,0.5650661099512874,0.5857109719322663,0.5590350266759453,0.04372535374623057,0.6853398283460914,0.6948503827418232,0.39570904084442404,0.6452099280909303,0.17220902612826605,12
Região Centro-Oeste,Goiás,Centro Goiano,Ceres,Municípios não pertencentes a estrutura de RM,CARMO DO RIO VERDE,0.5785045299428806,0.6608820612468725,0.6125828880448078,0.46204864053696154,0.9931675627240143,0.7886424731182796,0.9226002703920685,0.3,0.6461243803515097,0.7643082469580892,0.6791347453808022,0.6634745380802163,0.047994592158630014,0.781207751239297,0.7058359621451105,0.44746863799283154,0.7988958990536278,0.13978138456442535,21
Região Centro-Oeste,Goiás,Centro Goiano,Ceres,Municípios não pertencentes a estrutura de RM,CERES,0.6353251340801738,0.7709446767634409,0.6979343040975278,0.4370964213795528,0.9962841424572918,0.9255380754753402,0.9329011658845726,0.5,0.08969087126892748,0.9102123748246336,0.8865076677470853,0.8804605485946495,0.27115282279522035,0.924193314305065,0.9233225291471143,0.4801177492520027,0.7271539838420976,0.10401753104455802,35
Região Centro-Oeste,Goiás,Centro Goiano,Ceres,Municípios não pertencentes a estrutura de RM,GOIANÉSIA,0.631310375257408,0.7154255295026108,0.7830465181408195,0.39545907812879366,0.9914356244437355,0.7173252279635258,0.8683667951057933,0.5,0.7776989116474008,0.9166835665517474,0.8934293246805922,0.7133610491448659,0.3322686405732441,0.9256405056445616,0.9222436287433246,0.3884028279232229,0.6604813087271006,0.13749309773605745,78
Região Centro-Oeste,Goiás,Centro Goiano,Ceres,Municípios não pertencentes a estrutura de RM,GUARAÍTA,0.5010952094911406,0.6190740740740741,0.4475108225108225,0.4367007318885253,0.9835858585858586,0.5576599326599326,0.9541245791245792,0.3,0.007154882154882155,0.5883838383838383,0.5972222222222222,0.4898989898989899,0.242003367003367,0.6039562289562289,0.6039562289562289,0.37457912457912457,0.789983164983165,0.14553990610328638,6
Região Centro-Oeste,Goiás,Centro Goiano,Ceres,Municípios não pertencentes a estrutura de RM,GUARINOS,0.46506820537277005,0.5978431286024379,0.35359809272852755,0.44376339478734467,0.9156154849934754,0.5732927359721618,0.9003074220465525,0.3,0.4295125164690382,0.47211242863416775,0.310935441370224,0.30786122090469914,0,0.47738252086078176,0.47738252086078176,0.33449325793823403,0.8256477821695213,0.17114914425427874,6
Região Centro-Oeste,Goiás,Centro Goiano,Ceres,Municípios não pertencentes a estrutura de RM,HIDROLINA,0.5664821363791088,0.6433300554573673,0.6014346081460176,0.45468174553394153,0.9970215934475056,0.7056341523951353,0.9139945314441958,0.3,0.7392493164305245,0.7315436241610739,0.656972408650261,0.58960974397216,0.014168530947054437,0.7392493164305245,0.7392493164305245,0.4159841151650534,0.7976634352473279,0.15039768618944327,9
