"","ipc","compDomicilios","compEntorno","compPessoas","D1BAN","D2AGU","D3M5","D4REN","E1LOG","E2ILU","E3PAV","E4MEI","E5BOC","E6ESG","E7LIX","H1NB","H2MR","H3RA","n"
"1",0.579374615741882,0.718908041858953,0.607599938578201,0.411615866788493,0.965911931516601,0.812083971960541,0.816544305817624,0.5,0.469951952384774,0.766841203874641,0.641212513349573,0.601790493194386,0.316567404490525,0.700815298423953,0.756020704329559,0.477319650874414,0.634351080411588,0.123176869079476,303178
