"","Cod_UF","Nome_da_UF","ipc","compDomicilios","compEntorno","compPessoas","D1BAN","D2AGU","D3M5","D4REN","E1LOG","E2ILU","E3PAV","E4MEI","E5BOC","E6ESG","E7LIX","H1NB","H2MR","H3RA","n"
"18",32,"Espírito Santo",0.581483059882509,0.736743346883517,0.611763336502836,0.395942496261174,0.991949816533625,0.82775440927712,0.86401250860684,0.5,0.405090945604774,0.762097199908194,0.623901193481754,0.583941071838421,0.400862692219417,0.751590830846913,0.754859421620381,0.421785853637079,0.663099322928621,0.102942312217824,6272
"19",33,"Rio de Janeiro",0.609553344735548,0.739995802916189,0.71748788688447,0.371176344405985,0.996381249848714,0.835482100145573,0.868115664586656,0.5,0.578797592002849,0.83177950184724,0.72171255610639,0.677431423602107,0.57882104202993,0.812632586170205,0.821240506432569,0.474616575025777,0.587025722416434,0.0518867357757434,27311
"20",35,"São Paulo",0.657121708184342,0.759124661596377,0.770888378000062,0.441352084956588,0.995902724250422,0.9456947704747,0.854025813256763,0.5,0.726909441176686,0.874711529774854,0.841969445034513,0.830583703855629,0.403334114665358,0.85972751045642,0.858982901036974,0.63948895487352,0.634350993878752,0.0502163061174933,64481
"21",41,"Paraná",0.636363417026872,0.748341645716385,0.677597978458814,0.483150626905417,0.99231411901504,0.872809071079849,0.876585038487038,0.5,0.56100212946433,0.798596977071404,0.672634222243833,0.605081423646084,0.530529525767753,0.789295717685051,0.786045853333241,0.703052099393406,0.670970843550363,0.0754289377724835,17019
"22",42,"Santa Catarina",0.618411681935965,0.736165127572193,0.599249149881086,0.519820768354617,0.993898675479297,0.805116895867774,0.881810066513892,0.5,0.46024567308835,0.749260880398362,0.51732373462805,0.471941265599122,0.504036963336919,0.735674499892719,0.756261032224079,0.839779572533503,0.672752199249667,0.0469305332806795,11340
"23",43,"Rio Grande do Sul",0.62451664662598,0.74429749703421,0.624676178816593,0.504576264027137,0.9895870225452,0.846583123537472,0.885317339088378,0.5,0.363807664503484,0.791112543234672,0.613276258021194,0.577445263809007,0.495821341556554,0.749418685544987,0.781851495046256,0.832543043955437,0.629487936638048,0.0516978114879257,21458
"24",50,"Mato Grosso do Sul",0.580009875577817,0.731592518396257,0.601982933957633,0.406454174379559,0.989503600780853,0.822245279614167,0.846213711586268,0.5,0.460013450021356,0.818729980907249,0.541807012021576,0.531033363158012,0.235491037312243,0.824577187673237,0.80222850660976,0.47311553667219,0.652105448828369,0.0941415376381184,4140
"25",51,"Mato Grosso",0.544322436303464,0.709924883385112,0.541121711638977,0.381920713886303,0.975272476158853,0.737782312380182,0.836569628386523,0.5,0.395556336541786,0.750153798343946,0.477176659196541,0.458080990124562,0.207607257881394,0.741180977887383,0.758095961497231,0.374905279299029,0.664598238713035,0.106258623646845,5689
"26",52,"Goiás",0.604845009463067,0.72846717561021,0.696226215599749,0.389841637179242,0.989217983115852,0.785032839925503,0.868085055009693,0.5,0.560263004249933,0.876043661670013,0.757861102662069,0.733776525195603,0.210099234421745,0.874718345071261,0.860821635927616,0.41683587843173,0.649623951475706,0.10306508163029,9293
"27",53,"Distrito Federal",0.665911722070309,0.834867137027794,0.813205698682074,0.349662330501059,0.996568431048131,0.945599722852821,0.832167531238019,0.7,0.588219139497218,0.929501834769069,0.877168274534657,0.862746363714605,0.620133949878334,0.907206456509323,0.907463871871308,0.422451652369113,0.583581750893912,0.0429535882401519,4293
